name,code,pop
Turkey,2,8.0
Uganda,1,5.0
Ukraine,5,8.0
USA,1212,8.0
Venezuela,2,8.5
Vietnam,3,8.42
Argentina,11,8.6
Australia,29,7.6
Austria,5,8.0
Belarus,2,9.0
Belgium,7,8.86
Brazil,18,8.39
Bulgaria,1,10.0
Canada,93,7.8
Chile,11,8.68
China,12,8.38
Colombia,2,6.25
Czech Republic,5,6.7
Denmark,8,6.98
Ecuador,1,7.0
England,7,7.66
Finland,9,7.28
France,15,8.33
Germany,44,7.85
Greece,10,7.83
Hungary,4,9.25
India,1,9.0
Indonesia,1,8.0
Ireland,5,8.5
Israel,5,8.4
Italy,23,7.51
Japan,1,1.0
Latvia,2,7.0
Lithuania,2,6.5
Luxembourg,2,7.75
Malaysia,4,5.85
Mexico,11,7.82
Netherlands,15,8.35
New Zealand,5,7.21
Norway,8,7.56
Peru,1,10.0
Philippines,3,8.5
Poland,29,8.13
Portugal,10,7.41
Qatar,2,7.9
Romania,7,8.79
Russia,14,8.21
Republic of Serbia,2,8.75
Slovakia,2,8.0
Slovenia,1,10.0
South Africa,8,7.41
South Korea,4,7.5
Spain,68,8.05
Sweden,20,7.22
Switzerland,2,9.0
Taiwan,6,8.05
Thailand,4,7.88
Turkey,1,8.5
Ukraine,4,8.68
USA,642,7.91
Uruguay,4,8.25
Venezuela,2,8.0
Argentina,5,8.14
Australia,32,8.01
Austria,2,8.5
Belarus,1,7.0
Belgium,5,9.04
Bolivia,1,9.0
Brazil,36,8.03
Canada,88,8.0
Chile,1,7.0
China,2,5.1
Colombia,2,8.25
Croatia,3,10.0
Czech Republic,2,8.25
Denmark,5,8.2
England,2,9.0
Finland,7,6.91
France,9,7.44
Germany,50,8.04
Greece,7,8.86
Guatemala,1,9.0
Hungary,5,6.4
Iceland,1,9.0
Indonesia,1,9.0
Ireland,5,8.4
Israel,3,5.4
Italy,14,7.18
Japan,3,6.0
Latvia,1,8.0
Lithuania,6,7.67
Luxembourg,1,8.0
Malaysia,3,9.1
Mexico,3,7.83
Netherlands,6,8.55
New Zealand,5,7.23
Norway,5,7.7
Philippines,1,10.0
Poland,28,7.78
Portugal,6,7.83
Romania,1,8.0
Russia,2,7.5
Saudi Arabia,1,9.0
Republic of Serbia,2,6.9
Slovenia,3,10.0
South Africa,4,7.75
South Korea,6,7.42
Spain,67,8.09
Sweden,21,6.81
Switzerland,4,6.38
Taiwan,3,7.67
Thailand,2,8.5
Turkey,2,9.0
Ukraine,2,7.25
USA,573,8.05
Uruguay,1,8.0
Vietnam,1,2.5
Argentina,20,8.22
Australia,69,7.84
Austria,17,8.74
Azerbaijan,1,7.0
Belarus,1,9.0
Belgium,47,8.02
Brazil,82,8.51
Brunei,1,8.0
Bulgaria,7,8.79
Canada,232,8.12
Chile,12,8.57
China,26,8.02
Colombia,4,7.88
Croatia,2,7.25
Czech Republic,19,8.21
Denmark,20,8.21
Ecuador,1,9.0
England,13,8.28
Estonia,5,6.4
Finland,31,7.95
France,41,8.32
Germany,182,8.1
Greece,43,8.4
Guatemala,1,9.0
Honduras,1,8.6
Hungary,18,8.83
Iceland,4,8.5
India,5,8.2
Indonesia,3,8.0
Iran,1,10.0
Ireland,8,7.94
Israel,13,8.38
Italy,67,7.98
Japan,27,7.12
Kenya,1,8.0
Latvia,10,8.5
Lithuania,10,7.8
Luxembourg,3,7.27
Malaysia,8,7.99
Mexico,12,9.06
Moldova,3,9.5
Netherlands,46,7.96
New Zealand,19,7.68
Norway,19,8.09
Paraguay,1,8.0
Peru,4,7.63
Philippines,6,8.08
Poland,103,8.27
Portugal,23,8.46
Qatar,1,7.6
Romania,18,8.78
Russia,19,7.84
Republic of Serbia,6,8.25
Slovakia,5,8.61
Slovenia,5,9.1
South Africa,4,8.5
South Korea,33,7.92
Spain,142,8.34
Sri Lanka,1,7.0
Sweden,45,7.64
Switzerland,12,8.13
Taiwan,35,8.33
Thailand,12,7.16
Ukraine,11,8.65
USA,1172,8.08
Uruguay,2,9.0
Venezuela,2,10.0
Vietnam,3,7.42
Argentina,3,5.83
Australia,34,6.22
Austria,1,7.0
The Bahamas,1,7.0
Belgium,19,5.63
Bolivia,1,7.0
Brazil,33,6.07
Bulgaria,1,7.0
Canada,92,6.39
Chile,4,5.38
Colombia,2,7.75
Czech Republic,3,5.47
Denmark,7,4.71
England,1,6.0
Estonia,3,5.0
Finland,4,6.13
France,5,5.58
Germany,57,6.24
Greece,18,6.94
Guatemala,1,8.0
Hungary,3,7.47
India,1,6.2
Ireland,5,7.1
Israel,3,6.17
Italy,30,6.6
Latvia,1,7.0
Lithuania,1,6.0
Mexico,9,6.82
Netherlands,44,6.42
New Zealand,5,6.26
Norway,16,5.56
Peru,1,8.0
Poland,11,6.41
Portugal,5,6.6
Qatar,1,8.0
Russia,2,6.0
Republic of Serbia,4,7.75
Slovenia,1,4.0
South Africa,1,7.0
South Korea,7,6.57
Spain,41,7.2
Sweden,22,6.14
Switzerland,7,6.32
USA,811,6.26
Argentina,5,7.56
Australia,25,7.66
Austria,3,7.33
Belarus,1,7.0
Belgium,7,8.07
Brazil,26,8.66
Bulgaria,2,8.0
Canada,87,8.06
Chile,1,7.2
China,6,7.38
Czech Republic,6,7.0
Denmark,5,6.6
England,7,7.57
Estonia,2,8.5
Finland,7,8.43
France,9,7.61
Germany,45,7.5
Greece,7,8.21
Hungary,2,8.75
Iceland,1,8.5
India,1,9.5
Indonesia,1,6.5
Ireland,6,8.08
Israel,3,7.67
Italy,29,7.14
Japan,9,6.17
Latvia,4,7.25
Lithuania,4,7.0
Malaysia,2,8.5
Mexico,3,8.17
Netherlands,12,7.76
New Zealand,4,6.75
Norway,5,7.72
Philippines,5,8.18
Poland,35,7.74
Portugal,3,8.8
Qatar,1,7.2
Romania,5,8.57
Russia,6,7.5
Republic of Serbia,1,7.0
Slovakia,1,6.0
South Africa,2,9.5
South Korea,9,7.33
Spain,20,7.71
Sweden,16,7.28
Switzerland,4,7.5
Taiwan,9,7.71
Thailand,1,9.0
Ukraine,2,8.0
USA,502,7.84
Venezuela,2,7.5
Vietnam,1,7.77
Argentina,6,7.68
Australia,50,7.76
Austria,1,6.0
Belarus,1,8.0
Belgium,10,8.38
Brazil,32,8.0
Bulgaria,1,10.0
Canada,134,7.79
Chile,8,7.88
China,8,7.15
Colombia,4,8.13
Croatia,2,8.0
Czech Republic,1,7.0
Denmark,1,8.0
England,2,7.0
Finland,6,6.67
France,14,8.03
Germany,20,6.49
Greece,9,7.36
Honduras,1,8.3
Hungary,1,5.0
Indonesia,3,8.33
Ireland,6,8.33
Israel,3,8.17
Italy,18,7.37
Japan,15,6.93
Latvia,3,6.33
Lithuania,3,8.0
Luxembourg,2,8.05
Malaysia,3,7.83
Mexico,11,8.45
Netherlands,7,7.07
New Zealand,6,8.18
Norway,5,6.8
Peru,1,7.0
Philippines,2,8.0
Poland,6,8.67
Portugal,4,7.75
Romania,3,8.33
Russia,6,7.33
Saudi Arabia,2,7.5
Slovakia,1,10.0
South Africa,1,8.0
South Korea,10,7.45
Spain,100,7.97
Sweden,11,7.55
Switzerland,1,7.0
Taiwan,9,8.16
Thailand,10,7.08
Ukraine,3,8.33
USA,684,7.55
Uruguay,1,9.0
Venezuela,1,8.0
Vietnam,1,5.0
Argentina,15,7.55
Australia,54,7.43
Austria,7,7.64
Belarus,1,6.0
Belgium,6,5.75
Brazil,25,7.94
Bulgaria,1,9.5
Canada,134,7.45
Chile,8,5.96
China,8,7.13
Colombia,3,7.17
Czech Republic,1,8.0
Denmark,5,6.92
England,5,8.2
Finland,4,7.5
France,9,7.41
Germany,26,7.21
Greece,7,6.93
Hungary,5,7.2
Iceland,1,8.0
India,3,7.83
Indonesia,1,10.0
Iran,1,5.0
Ireland,4,8.48
Israel,5,7.26
Italy,19,7.49
Japan,8,6.25
Latvia,3,6.67
Lithuania,2,7.5
Luxembourg,1,9.0
Malaysia,4,7.75
Mexico,10,7.73
Netherlands,21,7.09
New Zealand,7,6.94
Norway,4,6.63
Peru,2,8.0
Philippines,6,7.37
Poland,16,7.09
Portugal,15,7.53
Romania,2,8.48
Russia,2,7.5
Republic of Serbia,5,7.3
Slovakia,1,10.0
Slovenia,1,8.0
South Africa,6,7.92
South Korea,12,7.42
Spain,76,7.41
Sweden,17,6.59
Switzerland,4,6.63
Taiwan,7,7.59
Thailand,5,7.4
Turkey,1,7.5
Uganda,1,7.0
Ukraine,1,6.0
USA,705,7.49
Uruguay,2,8.75
Venezuela,2,7.0
Vietnam,2,7.25
Argentina,3,6.33
Australia,32,6.56
Austria,6,5.42
Belgium,9,5.83
Brazil,8,7.75
Brunei,1,8.0
Bulgaria,2,5.75
Canada,86,6.47
Chile,2,7.0
China,1,8.0
Croatia,2,5.4
Denmark,2,5.5
Finland,3,6.03
France,9,6.63
Germany,68,6.73
Greece,27,6.68
Hungary,4,6.25
India,3,8.0
Ireland,2,5.5
Israel,1,8.0
Italy,33,6.65
Japan,3,6.67
Malaysia,1,5.0
Mexico,1,8.0
Netherlands,4,6.75
New Zealand,2,5.5
Norway,3,6.0
Paraguay,1,6.0
Peru,1,6.0
Philippines,2,5.5
Poland,28,7.13
Portugal,4,6.76
Qatar,1,7.4
Russia,2,6.5
Slovenia,1,7.0
South Africa,1,6.0
South Korea,1,10.0
Spain,32,6.08
Sweden,5,7.8
Switzerland,5,7.5
Turkey,1,7.0
USA,606,6.45
Venezuela,1,8.0
Argentina,15,7.93
Australia,54,7.51
Austria,3,8.0
Belarus,1,4.0
Belgium,23,7.89
Brazil,47,8.12
Bulgaria,4,8.0
Canada,154,7.8
Chile,10,7.37
China,15,7.46
Colombia,2,9.0
Croatia,3,7.73
Czech Republic,9,7.22
Denmark,8,7.64
England,11,7.69
Estonia,2,7.5
Finland,7,7.37
France,23,7.18
Germany,54,7.69
Greece,20,7.9
Guatemala,1,8.0
Hungary,17,8.06
Iceland,1,7.0
India,3,8.17
Indonesia,3,8.0
Ireland,8,7.88
Israel,9,7.42
Italy,31,7.5
Japan,11,6.31
Latvia,3,7.5
Lithuania,8,8.88
Luxembourg,1,8.0
Macedonia,3,8.33
Malaysia,5,8.3
Mexico,9,7.59
Moldova,1,10.0
Netherlands,17,7.28
New Zealand,11,7.42
Norway,7,6.74
Peru,2,9.0
Philippines,5,8.7
Poland,50,7.7
Portugal,14,8.27
Qatar,1,6.8
Romania,7,7.73
Russia,6,8.33
Republic of Serbia,3,6.83
Slovakia,3,8.07
Slovenia,1,9.0
South Africa,5,8.6
South Korea,10,6.75
Spain,67,7.91
Sweden,23,7.08
Switzerland,5,7.6
Taiwan,8,7.75
Thailand,9,7.31
Uganda,1,6.0
Ukraine,3,8.63
USA,655,7.61
Uruguay,2,8.5
Vietnam,2,7.1
Argentina,7,8.39
Australia,45,8.29
Austria,5,8.5
Azerbaijan,1,8.0
Belarus,1,9.0
Belgium,26,8.42
Brazil,60,9.2
Bulgaria,2,7.0
Canada,150,8.44
Chile,4,7.5
China,20,8.55
Colombia,5,9.64
Croatia,3,9.07
Czech Republic,8,9.19
Denmark,9,8.11
Ecuador,1,9.0
England,7,8.34
Estonia,1,8.6
Finland,13,8.57
France,24,8.63
Germany,124,8.68
Greece,16,8.86
Honduras,1,8.8
Hungary,7,8.36
Iceland,1,8.0
India,2,8.25
Indonesia,1,10.0
Ireland,6,8.0
Israel,9,8.34
Italy,48,8.62
Japan,22,8.05
Latvia,4,8.63
Lebanon,1,9.0
Lithuania,8,9.13
Malaysia,3,9.0
Mexico,8,8.88
Netherlands,32,8.33
New Zealand,10,8.18
Norway,10,8.69
Philippines,6,7.5
Poland,59,8.47
Portugal,10,7.99
Qatar,1,7.2
Romania,6,8.5
Russia,12,7.94
Republic of Serbia,4,9.23
Slovakia,2,9.6
Slovenia,2,9.5
South Africa,2,9.0
South Korea,16,8.48
Spain,66,8.42
Sweden,23,8.0
Switzerland,8,7.35
Taiwan,19,9.05
Thailand,7,8.64
Turkey,1,8.5
Ukraine,7,7.71
USA,642,8.23
Venezuela,2,8.0
Vietnam,2,7.5
Argentina,7,8.83
Australia,36,8.06
Austria,6,8.5
Belarus,1,10.0
Belgium,22,8.36
Bolivia,2,5.25
Brazil,39,8.97
Bulgaria,3,9.0
Canada,123,8.66
Chile,8,8.48
China,10,8.85
Colombia,7,8.71
Croatia,2,8.8
Czech Republic,10,8.95
Denmark,8,8.58
England,8,8.13
Estonia,3,9.53
Finland,15,8.05
France,21,8.87
Germany,108,8.64
Greece,15,8.96
Guatemala,1,10.0
Hungary,15,8.87
Iceland,2,8.5
India,2,9.25
Indonesia,2,10.0
Ireland,5,8.92
Israel,7,8.95
Italy,31,8.38
Japan,16,8.88
Latvia,3,9.1
Lebanon,1,10.0
Lithuania,7,8.43
Luxembourg,3,6.67
Malaysia,1,10.0
Mexico,7,8.95
Netherlands,25,8.21
New Zealand,9,8.53
Norway,10,7.92
Paraguay,1,9.0
Peru,2,8.5
Philippines,5,8.4
Poland,63,8.89
Portugal,6,8.08
Qatar,1,7.8
Romania,6,8.74
Russia,9,8.32
Republic of Serbia,3,9.1
Slovakia,2,9.85
Slovenia,1,9.0
South Africa,2,8.0
South Korea,16,8.49
Spain,95,8.81
Sweden,22,7.82
Switzerland,8,8.63
Taiwan,5,8.24
Thailand,6,8.7
Ukraine,9,8.17
USA,626,8.51
Uruguay,1,9.0
Venezuela,1,8.0
Argentina,15,8.63
Australia,55,8.26
Austria,9,9.17
Belarus,2,8.0
Belgium,20,8.27
Bolivia,1,9.0
Brazil,46,8.68
Bulgaria,5,9.6
Canada,137,8.28
Chile,5,8.44
China,21,8.79
Colombia,5,8.5
Croatia,2,8.2
Czech Republic,10,8.3
Denmark,8,8.24
Ecuador,1,9.0
England,14,8.46
Estonia,2,9.35
Finland,11,7.95
France,20,8.53
Germany,109,8.27
Greece,21,8.65
Guatemala,2,8.0
Honduras,1,8.1
Hungary,7,8.29
Iceland,2,9.5
India,3,8.83
Indonesia,1,9.0
Iran,1,9.0
Ireland,6,8.58
Israel,12,8.85
Italy,41,8.23
Japan,23,7.55
Kenya,1,8.0
Latvia,4,8.81
Lithuania,6,6.83
Luxembourg,3,6.83
Malaysia,3,8.83
Mexico,7,9.24
Netherlands,20,8.15
New Zealand,12,8.01
Norway,11,8.49
Peru,1,7.0
Philippines,6,8.08
Poland,65,8.73
Portugal,10,8.42
Qatar,1,9.0
Romania,12,8.99
Russia,13,9.02
Republic of Serbia,2,9.5
Slovakia,2,6.5
Slovenia,1,8.0
South Africa,4,8.5
South Korea,23,8.35
Spain,97,8.59
Sweden,20,7.86
Switzerland,10,7.45
Taiwan,22,8.7
Thailand,4,9.13
Ukraine,5,9.5
USA,931,8.38
Venezuela,2,9.5
Vietnam,2,10.0
Argentina,6,7.58
Australia,26,7.43
Austria,13,7.85
Belgium,45,7.92
Bolivia,1,9.0
Brazil,14,8.04
Canada,113,7.77
Chile,13,8.21
China,4,8.78
Colombia,4,8.0
Croatia,2,7.5
Czech Republic,17,7.29
Denmark,8,7.0
England,6,8.0
Estonia,1,7.0
Finland,19,6.78
France,21,7.14
Germany,150,7.86
Greece,27,7.52
Guatemala,1,10.0
Hungary,8,8.75
Iceland,1,8.0
India,1,8.0
Indonesia,1,7.5
Ireland,4,8.56
Israel,5,7.8
Italy,41,7.42
Japan,12,6.79
Latvia,1,8.25
Lithuania,3,6.3
Luxembourg,2,9.5
Malaysia,2,4.25
Mexico,7,8.21
Netherlands,27,7.54
New Zealand,13,7.03
Norway,13,8.08
Peru,3,8.5
Philippines,3,6.0
Poland,55,7.59
Portugal,8,7.06
Romania,8,8.94
Republic of Serbia,4,8.5
Slovakia,1,7.0
Slovenia,2,9.0
South Africa,4,7.38
South Korea,12,7.58
Spain,96,7.57
Sweden,21,7.6
Switzerland,8,7.5
Taiwan,6,7.95
Thailand,2,7.5
Trinidad and Tobago,1,9.0
Ukraine,1,7.0
USA,515,7.53
Uruguay,1,9.2
Venezuela,2,7.5
Argentina,5,7.6
Australia,36,7.48
Austria,12,8.42
Belgium,29,8.31
Brazil,23,8.4
Canada,151,7.95
Chile,6,7.67
China,12,8.07
Colombia,2,8.0
Croatia,6,8.7
Czech Republic,2,7.5
Denmark,6,7.0
England,9,7.33
Estonia,3,9.0
Finland,28,7.85
France,28,8.63
Germany,101,8.24
Greece,18,8.39
Guatemala,1,9.0
Hungary,9,8.89
Iceland,1,8.0
India,1,10.0
Indonesia,1,7.0
Iran,1,8.0
Ireland,4,8.88
Israel,7,8.57
Italy,46,8.15
Japan,10,6.3
Lithuania,3,7.33
Malaysia,3,5.93
Mexico,4,8.38
Moldova,1,7.0
Netherlands,31,8.03
New Zealand,16,7.69
Norway,10,7.76
Peru,2,8.25
Philippines,3,5.0
Poland,40,7.3
Portugal,7,7.86
Qatar,1,7.6
Romania,2,8.9
Russia,2,7.5
Republic of Serbia,1,7.0
Slovakia,1,4.0
Slovenia,2,10.0
South Africa,3,8.67
South Korea,32,8.67
Spain,64,7.95
Sweden,20,7.68
Switzerland,6,8.67
Taiwan,20,7.82
Thailand,4,7.93
USA,738,7.88
Venezuela,3,8.0
Vietnam,1,8.0
Argentina,13,8.0
Australia,71,7.81
Austria,4,7.75
Belarus,2,6.5
Belgium,21,7.53
Brazil,46,8.26
Bulgaria,6,7.33
Canada,182,7.82
Chile,7,7.89
China,16,7.38
Colombia,8,8.06
Croatia,4,8.5
Czech Republic,4,8.0
Denmark,12,7.24
England,4,7.08
Estonia,2,6.5
Finland,16,7.49
France,15,7.77
Germany,40,7.53
Greece,16,7.86
Guatemala,1,10.0
Hungary,1,6.0
India,2,8.25
Indonesia,5,8.5
Ireland,9,8.11
Israel,5,7.9
Italy,25,7.57
Japan,15,5.93
Latvia,3,8.83
Lithuania,7,7.14
Luxembourg,1,8.0
Macedonia,1,7.0
Malaysia,9,8.83
Mexico,8,8.59
Moldova,2,9.5
Netherlands,20,7.13
New Zealand,12,7.79
Norway,5,7.6
Peru,3,7.33
Philippines,4,7.88
Poland,40,7.18
Portugal,9,7.64
Puerto Rico,1,9.0
Qatar,1,7.2
Romania,9,7.33
Russia,9,7.03
Saudi Arabia,1,9.0
Republic of Serbia,4,7.75
Slovakia,1,8.6
Slovenia,1,10.0
South Africa,3,7.33
South Korea,12,7.38
Spain,84,7.39
Sweden,31,7.26
Switzerland,8,6.75
Taiwan,9,7.68
Thailand,5,6.8
Turkey,2,8.75
Uganda,1,8.0
Ukraine,2,9.5
USA,952,7.6
Uruguay,2,8.75
Venezuela,3,10.0
Vietnam,1,8.0
Argentina,7,8.19
Australia,42,8.15
Austria,5,7.9
Belarus,2,7.25
Belgium,11,7.78
Brazil,30,8.36
Bulgaria,5,7.0
Canada,84,8.08
Chile,4,7.7
China,17,7.65
Colombia,4,8.5
Croatia,3,8.67
Czech Republic,5,8.2
Denmark,7,8.0
England,6,8.28
Estonia,1,7.9
Finland,9,7.41
France,6,8.08
Germany,21,7.46
Greece,23,8.22
Hungary,3,7.67
Iceland,1,10.0
India,2,9.0
Indonesia,5,9.1
Ireland,2,8.0
Israel,4,8.38
Italy,20,7.93
Japan,12,6.74
Latvia,4,7.38
Lithuania,4,6.0
Malaysia,4,8.63
Mexico,9,8.44
Moldova,1,10.0
Netherlands,9,7.89
New Zealand,11,8.0
Norway,6,7.58
Philippines,6,9.17
Poland,31,8.12
Portugal,2,8.5
Qatar,1,9.4
Romania,2,8.85
Russia,1,8.0
Republic of Serbia,4,7.63
Slovenia,1,7.2
South Africa,1,9.0
South Korea,14,7.64
Spain,55,7.72
Sweden,17,7.32
Switzerland,7,8.14
Taiwan,19,7.8
Thailand,14,8.57
Ukraine,4,9.0
USA,466,7.86
Uruguay,1,9.0
Venezuela,2,8.0
Vietnam,2,8.63
Argentina,2,7.0
Australia,24,7.4
Austria,8,9.0
Azerbaijan,1,10.0
Belgium,10,8.75
Brazil,21,8.89
Canada,101,8.14
Chile,1,7.0
China,22,8.7
Colombia,3,8.5
Croatia,2,8.7
Czech Republic,12,8.79
Denmark,10,6.52
England,4,7.75
Estonia,3,6.67
Finland,16,8.28
France,18,8.55
Germany,91,8.61
Greece,23,9.0
Hungary,5,5.8
India,3,9.17
Indonesia,3,7.9
Ireland,2,9.5
Israel,7,8.74
Italy,24,8.73
Japan,6,5.67
Latvia,3,9.0
Lithuania,6,9.17
Malaysia,5,7.14
Mexico,3,9.33
Netherlands,17,7.56
New Zealand,6,7.25
Norway,6,7.25
Peru,2,8.5
Philippines,2,5.5
Poland,61,8.38
Portugal,3,8.0
Qatar,1,9.4
Romania,2,9.88
Russia,6,7.29
Republic of Serbia,3,8.67
Slovakia,3,8.67
South Africa,1,9.0
South Korea,23,7.86
Spain,70,8.7
Sweden,20,8.2
Switzerland,6,8.0
Taiwan,12,8.25
Thailand,4,5.75
Ukraine,1,1.0
USA,477,8.11
Uruguay,1,8.5
Venezuela,1,10.0
Vietnam,1,10.0
Argentina,1,7.0
Australia,40,7.28
Austria,8,6.44
Belgium,16,7.94
Bolivia,1,9.0
Brazil,22,8.11
Canada,107,7.22
Chile,6,8.17
China,6,6.08
Croatia,1,9.0
Czech Republic,7,7.07
Denmark,6,6.17
England,7,7.14
Estonia,2,6.45
Finland,28,7.0
France,17,7.19
Germany,79,7.28
Greece,16,7.54
Guatemala,1,5.0
Hungary,8,7.38
India,2,8.5
Indonesia,1,6.0
Ireland,5,7.6
Israel,6,7.0
Italy,26,7.36
Japan,19,6.38
Latvia,2,7.5
Malaysia,7,7.2
Mexico,3,8.33
Netherlands,26,7.53
New Zealand,11,6.86
Norway,11,7.41
Philippines,1,6.0
Poland,29,7.06
Portugal,8,7.0
Romania,2,7.75
Russia,1,6.0
Saudi Arabia,1,8.0
Republic of Serbia,1,6.9
Slovakia,1,7.0
Slovenia,2,8.75
South Africa,2,7.5
South Korea,7,7.5
Spain,51,7.32
Sweden,26,7.37
Switzerland,4,8.25
Taiwan,9,7.39
Thailand,2,7.5
Turkey,2,6.0
Ukraine,2,5.5
USA,707,7.43
Uruguay,1,10.0
Venezuela,1,8.0
Argentina,13,7.69
Australia,55,7.28
Austria,15,7.3
Belgium,29,7.4
Brazil,33,8.23
Canada,137,7.5
Chile,4,7.55
China,6,6.87
Colombia,1,6.5
Croatia,1,10.0
Czech Republic,15,7.15
Denmark,14,6.96
England,9,7.69
Estonia,5,7.04
Finland,38,7.17
France,19,7.34
Germany,199,7.4
Greece,25,7.84
Hungary,12,7.97
Iceland,1,7.0
India,2,9.25
Indonesia,1,7.0
Ireland,2,7.75
Israel,4,9.0
Italy,54,7.63
Japan,21,6.29
Latvia,3,7.67
Lithuania,4,7.0
Malaysia,4,6.55
Mexico,3,7.27
Mongolia,1,7.0
Netherlands,30,7.63
New Zealand,11,6.79
Norway,17,7.65
Philippines,2,3.5
Poland,56,7.76
Portugal,11,7.26
Qatar,1,6.0
Romania,7,8.43
Russia,9,8.02
Saudi Arabia,1,7.0
Republic of Serbia,3,7.9
Slovakia,3,7.33
Slovenia,2,8.25
South Africa,2,6.0
South Korea,15,7.73
Spain,55,7.5
Sweden,29,7.28
Switzerland,13,7.46
Taiwan,12,7.8
Thailand,2,8.0
Ukraine,4,7.5
USA,710,7.6
Uruguay,1,8.0
Venezuela,2,9.0
Argentina,3,6.33
Australia,25,8.0
Austria,6,8.5
Belgium,15,7.9
Brazil,18,8.29
Bulgaria,1,8.0
Canada,65,7.96
Chile,2,8.0
China,11,7.55
Colombia,1,8.0
Croatia,1,7.6
Czech Republic,9,7.39
Denmark,1,1.0
England,4,7.0
Estonia,1,9.0
Finland,18,8.33
France,7,9.14
Germany,98,8.2
Greece,39,8.12
Guatemala,1,9.0
Hungary,7,7.29
Indonesia,1,5.0
Ireland,1,9.0
Israel,5,8.3
Italy,23,7.28
Japan,12,6.42
Latvia,2,6.0
Lithuania,2,8.5
Luxembourg,1,6.0
Malaysia,1,8.0
Moldova,1,8.0
Netherlands,24,7.92
New Zealand,6,8.8
Norway,7,6.36
Philippines,2,8.5
Poland,26,8.29
Portugal,11,7.77
Qatar,1,3.6
Russia,3,7.0
Republic of Serbia,2,8.0
Slovakia,1,10.0
Slovenia,1,9.5
South Africa,1,10.0
South Korea,29,7.98
Spain,45,7.37
Sweden,10,6.39
Switzerland,5,8.2
Taiwan,13,7.83
Thailand,2,7.5
Ukraine,1,7.0
USA,479,7.87
Albania,1,5.0
Argentina,18,8.11
Australia,135,7.94
Austria,21,7.76
The Bahamas,1,8.75
Belarus,1,7.0
Belgium,58,7.89
Bosnia and Herzegovina,1,10.0
Brazil,98,8.41
Bulgaria,6,7.92
Canada,457,8.08
Chile,25,8.14
China,22,7.6
Colombia,3,9.33
Costa Rica,2,10.0
Croatia,8,8.38
Czech Republic,16,8.22
Denmark,22,7.46
England,16,8.16
Estonia,2,8.5
Finland,55,7.82
France,41,7.74
Germany,200,7.79
Greece,23,8.07
Guatemala,2,9.5
Hungary,20,8.18
Iceland,4,8.0
India,4,8.0
Indonesia,7,8.06
Ireland,17,7.83
Israel,16,7.51
Italy,67,7.98
Japan,40,7.48
Latvia,9,7.72
Lebanon,1,8.0
Lithuania,17,7.62
Luxembourg,2,8.5
Macedonia,2,9.5
Malaysia,12,8.04
Mexico,28,8.86
Moldova,1,8.0
Netherlands,50,7.88
New Zealand,22,7.11
Norway,27,7.99
Peru,2,8.5
Philippines,9,7.72
Poland,60,7.73
Portugal,18,8.26
Qatar,1,3.0
Romania,12,9.08
Russia,23,8.2
Saudi Arabia,2,7.5
Republic of Serbia,8,7.94
Slovakia,2,7.5
Slovenia,2,8.0
South Africa,10,8.4
South Korea,36,7.93
Spain,151,7.87
Sweden,83,7.61
Switzerland,15,8.67
Taiwan,23,7.77
Thailand,15,7.66
Ukraine,4,8.25
USA,3157,8.1
Uruguay,1,8.5
Venezuela,3,9.67
Vietnam,2,7.5
Argentina,18,8.29
Australia,115,8.19
Austria,16,7.51
Belarus,4,8.88
Belgium,64,8.02
Bolivia,1,10.0
Brazil,70,8.46
Brunei,1,8.5
Bulgaria,9,8.61
Canada,311,8.18
Chile,13,8.78
China,21,7.71
Colombia,9,8.57
Costa Rica,4,9.5
Croatia,7,8.94
Czech Republic,12,8.38
Denmark,29,7.99
England,21,7.63
Estonia,12,8.18
Finland,41,7.77
France,38,7.69
Germany,158,7.81
Greece,59,8.09
Honduras,1,8.5
Hungary,26,8.23
Iceland,6,7.92
India,4,8.25
Indonesia,5,8.6
Iran,4,9.13
Ireland,16,8.0
Israel,10,8.19
Italy,67,7.95
Japan,25,7.42
Kenya,1,9.0
Latvia,10,7.6
Lithuania,18,8.17
Luxembourg,3,8.0
Macedonia,3,9.67
Malaysia,10,8.4
Mexico,15,8.3
Netherlands,64,7.99
New Zealand,25,7.59
Norway,29,7.95
Peru,3,8.0
Philippines,8,9.13
Poland,142,8.17
Portugal,36,8.33
Qatar,1,8.0
Romania,27,8.76
Russia,26,8.27
Republic of Serbia,10,8.8
Slovakia,4,8.53
Slovenia,6,8.75
South Africa,10,8.4
South Korea,27,7.66
Spain,173,8.16
Sweden,68,7.73
Switzerland,16,7.88
Taiwan,19,8.4
Thailand,8,8.81
Turkey,2,8.5
Uganda,1,7.0
Ukraine,15,9.2
USA,1486,8.02
Uruguay,2,8.0
Venezuela,1,8.0
Vietnam,2,8.0
Zambia,1,9.0
Argentina,1,9.2
Australia,24,7.73
Austria,2,6.5
Belgium,15,7.9
Brazil,19,8.22
Canada,92,7.68
Chile,2,8.0
China,4,6.88
Colombia,1,9.0
Czech Republic,3,9.0
Denmark,9,6.89
England,3,7.33
Estonia,4,6.88
Finland,9,7.94
France,9,7.33
Germany,46,7.57
Greece,5,7.84
Hungary,5,7.2
Iceland,1,8.0
India,2,8.5
Indonesia,2,6.5
Ireland,4,8.0
Israel,4,8.0
