,Country,Number of Users,Average Rating
7093,England,6,8.0
7094,Estonia,1,7.0
7095,Finland,19,6.78
7096,France,21,7.14
7097,Germany,150,7.86
7098,Greece,27,7.52
7099,Guatemala,1,10.0
7100,Hungary,8,8.75
7101,Iceland,1,8.0
7102,India,1,8.0
7103,Indonesia,1,7.5
7104,Ireland,4,8.56
7105,Israel,5,7.8
7106,Italy,41,7.42
7107,Japan,12,6.79
7108,Latvia,1,8.25
7109,Lithuania,3,6.3
7110,Luxembourg,2,9.5
7111,Malaysia,2,4.25
7112,Mexico,7,8.21
7113,Netherlands,27,7.54
7114,New Zealand,13,7.03
7115,Norway,13,8.08
7116,Peru,3,8.5
7117,Philippines,3,6.0
7118,Poland,55,7.59
7119,Portugal,8,7.06
7120,Romania,8,8.94
7121,Republic of Serbia,4,8.5
7122,Slovakia,1,7.0
7123,Slovenia,2,9.0
7124,South Africa,4,7.38
7125,South Korea,12,7.58
7126,Spain,96,7.57
7127,Sweden,21,7.6
7128,Switzerland,8,7.5
7129,Taiwan,6,7.95
7130,Thailand,2,7.5
7131,Trinidad and Tobago,1,9.0
7132,Ukraine,1,7.0
7133,USA,515,7.53
7134,Uruguay,1,9.2
7135,Venezuela,2,7.5
7136,Argentina,5,7.6
7137,Australia,36,7.48
7138,Austria,12,8.42
7139,Belgium,29,8.31
7140,Brazil,23,8.4
7141,Canada,151,7.95
7142,Chile,6,7.67
7143,China,12,8.07
7144,Colombia,2,8.0
7145,Croatia,6,8.7
7146,Czech Republic,2,7.5
7147,Denmark,6,7.0
7148,England,9,7.33
7149,Estonia,3,9.0
7150,Finland,28,7.85
7151,France,28,8.63
7152,Germany,101,8.24
7153,Greece,18,8.39
7154,Guatemala,1,9.0
7155,Hungary,9,8.89
7156,Iceland,1,8.0
7157,India,1,10.0
7158,Indonesia,1,7.0
7159,Iran,1,8.0
7160,Ireland,4,8.88
7161,Israel,7,8.57
7162,Italy,46,8.15
7163,Japan,10,6.3
7164,Lithuania,3,7.33
7165,Malaysia,3,5.93
7166,Mexico,4,8.38
7167,Moldova,1,7.0
7168,Netherlands,31,8.03
7169,New Zealand,16,7.69
7170,Norway,10,7.76
7171,Peru,2,8.25
7172,Philippines,3,5.0
7173,Poland,40,7.3
7174,Portugal,7,7.86
7175,Qatar,1,7.6
7176,Romania,2,8.9
7177,Russia,2,7.5
7178,Republic of Serbia,1,7.0
7179,Slovakia,1,4.0
7180,Slovenia,2,10.0
7181,South Africa,3,8.67
7182,South Korea,32,8.67
7183,Spain,64,7.95
7184,Sweden,20,7.68
7185,Switzerland,6,8.67
7186,Taiwan,20,7.82
7187,Thailand,4,7.93
7188,USA,738,7.88
7189,Venezuela,3,8.0
7190,Vietnam,1,8.0
7191,Argentina,13,8.0
7192,Australia,71,7.81
7193,Austria,4,7.75
7194,Belarus,2,6.5
7195,Belgium,21,7.53
7196,Brazil,46,8.26
7197,Bulgaria,6,7.33
7198,Canada,182,7.82
7199,Chile,7,7.89
7200,China,16,7.38
7201,Colombia,8,8.06
7202,Croatia,4,8.5
7203,Czech Republic,4,8.0
7204,Denmark,12,7.24
7205,England,4,7.08
7206,Estonia,2,6.5
7207,Finland,16,7.49
7208,France,15,7.77
7209,Germany,40,7.53
7210,Greece,16,7.86
7211,Guatemala,1,10.0
7212,Hungary,1,6.0
7213,India,2,8.25
7214,Indonesia,5,8.5
7215,Ireland,9,8.11
7216,Israel,5,7.9
7217,Italy,25,7.57
7218,Japan,15,5.93
7219,Latvia,3,8.83
7220,Lithuania,7,7.14
7221,Luxembourg,1,8.0
7222,Macedonia,1,7.0
7223,Malaysia,9,8.83
7224,Mexico,8,8.59
7225,Moldova,2,9.5
7226,Netherlands,20,7.13
7227,New Zealand,12,7.79
7228,Norway,5,7.6
7229,Peru,3,7.33
7230,Philippines,4,7.88
7231,Poland,40,7.18
7232,Portugal,9,7.64
7233,Puerto Rico,1,9.0
7234,Qatar,1,7.2
7235,Romania,9,7.33
7236,Russia,9,7.03
7237,Saudi Arabia,1,9.0
7238,Republic of Serbia,4,7.75
7239,Slovakia,1,8.6
7240,Slovenia,1,10.0
7241,South Africa,3,7.33
7242,South Korea,12,7.38
7243,Spain,84,7.39
7244,Sweden,31,7.26
7245,Switzerland,8,6.75
7246,Taiwan,9,7.68
7247,Thailand,5,6.8
7248,Turkey,2,8.75
7249,Uganda,1,8.0
7250,Ukraine,2,9.5
7251,USA,952,7.6
7252,Uruguay,2,8.75
7253,Venezuela,3,10.0
7254,Vietnam,1,8.0
7255,Argentina,7,8.19
7256,Australia,42,8.15
7257,Austria,5,7.9
7258,Belarus,2,7.25
7259,Belgium,11,7.78
7260,Brazil,30,8.36
7261,Bulgaria,5,7.0
7262,Canada,84,8.08
7263,Chile,4,7.7
7264,China,17,7.65
7265,Colombia,4,8.5
7266,Croatia,3,8.67
7267,Czech Republic,5,8.2
7268,Denmark,7,8.0
7269,England,6,8.28
7270,Estonia,1,7.9
7271,Finland,9,7.41
7272,France,6,8.08
7273,Germany,21,7.46
7274,Greece,23,8.22
7275,Hungary,3,7.67
7276,Iceland,1,10.0
7277,India,2,9.0
7278,Indonesia,5,9.1
7279,Ireland,2,8.0
7280,Israel,4,8.38
7281,Italy,20,7.93
7282,Japan,12,6.74
7283,Latvia,4,7.38
7284,Lithuania,4,6.0
7285,Malaysia,4,8.63
7286,Mexico,9,8.44
7287,Moldova,1,10.0
7288,Netherlands,9,7.89
7289,New Zealand,11,8.0
7290,Norway,6,7.58
7291,Philippines,6,9.17
7292,Poland,31,8.12
7293,Portugal,2,8.5
7294,Qatar,1,9.4
7295,Romania,2,8.85
7296,Russia,1,8.0
7297,Republic of Serbia,4,7.63
7298,Slovenia,1,7.2
7299,South Africa,1,9.0
7300,South Korea,14,7.64
7301,Spain,55,7.72
7302,Sweden,17,7.32
7303,Switzerland,7,8.14
7304,Taiwan,19,7.8
7305,Thailand,14,8.57
7306,Ukraine,4,9.0
7307,USA,466,7.86
7308,Uruguay,1,9.0
7309,Venezuela,2,8.0
7310,Vietnam,2,8.63
7311,Argentina,2,7.0
7312,Australia,24,7.4
7313,Austria,8,9.0
7314,Azerbaijan,1,10.0
7315,Belgium,10,8.75
7316,Brazil,21,8.89
7317,Canada,101,8.14
7318,Chile,1,7.0
7319,China,22,8.7
7320,Colombia,3,8.5
7321,Croatia,2,8.7
7322,Czech Republic,12,8.79
7323,Denmark,10,6.52
7324,England,4,7.75
7325,Estonia,3,6.67
7326,Finland,16,8.28
7327,France,18,8.55
7328,Germany,91,8.61
7329,Greece,23,9.0
7330,Hungary,5,5.8
7331,India,3,9.17
7332,Indonesia,3,7.9
7333,Ireland,2,9.5
7334,Israel,7,8.74
7335,Italy,24,8.73
7336,Japan,6,5.67
7337,Latvia,3,9.0
7338,Lithuania,6,9.17
7339,Malaysia,5,7.14
7340,Mexico,3,9.33
7341,Netherlands,17,7.56
7342,New Zealand,6,7.25
7343,Norway,6,7.25
7344,Peru,2,8.5
7345,Philippines,2,5.5
7346,Poland,61,8.38
7347,Portugal,3,8.0
7348,Qatar,1,9.4
7349,Romania,2,9.88
7350,Russia,6,7.29
7351,Republic of Serbia,3,8.67
7352,Slovakia,3,8.67
7353,South Africa,1,9.0
7354,South Korea,23,7.86
7355,Spain,70,8.7
7356,Sweden,20,8.2
7357,Switzerland,6,8.0
7358,Taiwan,12,8.25
7359,Thailand,4,5.75
7360,Ukraine,1,1.0
7361,USA,477,8.11
7362,Uruguay,1,8.5
7363,Venezuela,1,10.0
7364,Vietnam,1,10.0
7365,Argentina,1,7.0
7366,Australia,40,7.28
7367,Austria,8,6.44
7368,Belgium,16,7.94
7369,Bolivia,1,9.0
7370,Brazil,22,8.11
7371,Canada,107,7.22
7372,Chile,6,8.17
7373,China,6,6.08
7374,Croatia,1,9.0
7375,Czech Republic,7,7.07
7376,Denmark,6,6.17
7377,England,7,7.14
7378,Estonia,2,6.45
7379,Finland,28,7.0
7380,France,17,7.19
7381,Germany,79,7.28
7382,Greece,16,7.54
7383,Guatemala,1,5.0
7384,Hungary,8,7.38
7385,India,2,8.5
7386,Indonesia,1,6.0
7387,Ireland,5,7.6
7388,Israel,6,7.0
7389,Italy,26,7.36
7390,Japan,19,6.38
7391,Latvia,2,7.5
7392,Malaysia,7,7.2
7393,Mexico,3,8.33
7394,Netherlands,26,7.53
7395,New Zealand,11,6.86
7396,Norway,11,7.41
7397,Philippines,1,6.0
7398,Poland,29,7.06
7399,Portugal,8,7.0
7400,Romania,2,7.75
7401,Russia,1,6.0
7402,Saudi Arabia,1,8.0
7403,Republic of Serbia,1,6.9
7404,Slovakia,1,7.0
7405,Slovenia,2,8.75
7406,South Africa,2,7.5
7407,South Korea,7,7.5
7408,Spain,51,7.32
7409,Sweden,26,7.37
7410,Switzerland,4,8.25
7411,Taiwan,9,7.39
7412,Thailand,2,7.5
7413,Turkey,2,6.0
7414,Ukraine,2,5.5
7415,USA,707,7.43
7416,Uruguay,1,10.0
7417,Venezuela,1,8.0
7418,Argentina,13,7.69
7419,Australia,55,7.28
7420,Austria,15,7.3
7421,Belgium,29,7.4
7422,Brazil,33,8.23
7423,Canada,137,7.5
7424,Chile,4,7.55
7425,China,6,6.87
7426,Colombia,1,6.5
7427,Croatia,1,10.0
7428,Czech Republic,15,7.15
7429,Denmark,14,6.96
7430,England,9,7.69
7431,Estonia,5,7.04
7432,Finland,38,7.17
7433,France,19,7.34
7434,Germany,199,7.4
7435,Greece,25,7.84
7436,Hungary,12,7.97
7437,Iceland,1,7.0
7438,India,2,9.25
7439,Indonesia,1,7.0
7440,Ireland,2,7.75
7441,Israel,4,9.0
7442,Italy,54,7.63
7443,Japan,21,6.29
7444,Latvia,3,7.67
7445,Lithuania,4,7.0
7446,Malaysia,4,6.55
7447,Mexico,3,7.27
7448,Mongolia,1,7.0
7449,Netherlands,30,7.63
7450,New Zealand,11,6.79
7451,Norway,17,7.65
7452,Philippines,2,3.5
7453,Poland,56,7.76
7454,Portugal,11,7.26
7455,Qatar,1,6.0
7456,Romania,7,8.43
7457,Russia,9,8.02
7458,Saudi Arabia,1,7.0
7459,Republic of Serbia,3,7.9
7460,Slovakia,3,7.33
7461,Slovenia,2,8.25
7462,South Africa,2,6.0
7463,South Korea,15,7.73
7464,Spain,55,7.5
7465,Sweden,29,7.28
7466,Switzerland,13,7.46
7467,Taiwan,12,7.8
7468,Thailand,2,8.0
7469,Ukraine,4,7.5
7470,USA,710,7.6
7471,Uruguay,1,8.0
7472,Venezuela,2,9.0
7473,Argentina,3,6.33
7474,Australia,25,8.0
7475,Austria,6,8.5
7476,Belgium,15,7.9
7477,Brazil,18,8.29
7478,Bulgaria,1,8.0
7479,Canada,65,7.96
7480,Chile,2,8.0
7481,China,11,7.55
7482,Colombia,1,8.0
7483,Croatia,1,7.6
7484,Czech Republic,9,7.39
7485,Denmark,1,1.0
7486,England,4,7.0
7487,Estonia,1,9.0
7488,Finland,18,8.33
7489,France,7,9.14
7490,Germany,98,8.2
7491,Greece,39,8.12
7492,Guatemala,1,9.0
7493,Hungary,7,7.29
7494,Indonesia,1,5.0
7495,Ireland,1,9.0
7496,Israel,5,8.3
7497,Italy,23,7.28
7498,Japan,12,6.42
7499,Latvia,2,6.0
7500,Lithuania,2,8.5
7501,Luxembourg,1,6.0
7502,Malaysia,1,8.0
7503,Moldova,1,8.0
7504,Netherlands,24,7.92
7505,New Zealand,6,8.8
7506,Norway,7,6.36
7507,Philippines,2,8.5
7508,Poland,26,8.29
7509,Portugal,11,7.77
7510,Qatar,1,3.6
7511,Russia,3,7.0
7512,Republic of Serbia,2,8.0
7513,Slovakia,1,10.0
7514,Slovenia,1,9.5
7515,South Africa,1,10.0
7516,South Korea,29,7.98
7517,Spain,45,7.37
7518,Sweden,10,6.39
7519,Switzerland,5,8.2
7520,Taiwan,13,7.83
7521,Thailand,2,7.5
7522,Ukraine,1,7.0
7523,USA,479,7.87
7524,Albania,1,5.0
7525,Argentina,18,8.11
7526,Australia,135,7.94
7527,Austria,21,7.76
7528,The Bahamas,1,8.75
7529,Belarus,1,7.0
7530,Belgium,58,7.89
7531,Bosnia and Herzegovina,1,10.0
7532,Brazil,98,8.41
7533,Bulgaria,6,7.92
7534,Canada,457,8.08
7535,Chile,25,8.14
7536,China,22,7.6
7537,Colombia,3,9.33
7538,Costa Rica,2,10.0
7539,Croatia,8,8.38
7540,Czech Republic,16,8.22
7541,Denmark,22,7.46
7542,England,16,8.16
7543,Estonia,2,8.5
7544,Finland,55,7.82
7545,France,41,7.74
7546,Germany,200,7.79
7547,Greece,23,8.07
7548,Guatemala,2,9.5
7549,Hungary,20,8.18
7550,Iceland,4,8.0
7551,India,4,8.0
7552,Indonesia,7,8.06
7553,Ireland,17,7.83
7554,Israel,16,7.51
7555,Italy,67,7.98
7556,Japan,40,7.48
7557,Latvia,9,7.72
7558,Lebanon,1,8.0
7559,Lithuania,17,7.62
7560,Luxembourg,2,8.5
7561,Macedonia,2,9.5
7562,Malaysia,12,8.04
7563,Mexico,28,8.86
7564,Moldova,1,8.0
7565,Netherlands,50,7.88
7566,New Zealand,22,7.11
7567,Norway,27,7.99
7568,Peru,2,8.5
7569,Philippines,9,7.72
7570,Poland,60,7.73
7571,Portugal,18,8.26
7572,Qatar,1,3.0
7573,Romania,12,9.08
7574,Russia,23,8.2
7575,Saudi Arabia,2,7.5
7576,Republic of Serbia,8,7.94
7577,Slovakia,2,7.5
7578,Slovenia,2,8.0
7579,South Africa,10,8.4
7580,South Korea,36,7.93
7581,Spain,151,7.87
7582,Sweden,83,7.61
7583,Switzerland,15,8.67
7584,Taiwan,23,7.77
7585,Thailand,15,7.66
7586,Ukraine,4,8.25
7587,USA,3157,8.1
7588,Uruguay,1,8.5
7589,Venezuela,3,9.67
7590,Vietnam,2,7.5
7591,Argentina,18,8.29
7592,Australia,115,8.19
7593,Austria,16,7.51
7594,Belarus,4,8.88
7595,Belgium,64,8.02
7596,Bolivia,1,10.0
7597,Brazil,70,8.46
7598,Brunei,1,8.5
7599,Bulgaria,9,8.61
7600,Canada,311,8.18
7601,Chile,13,8.78
7602,China,21,7.71
7603,Colombia,9,8.57
7604,Costa Rica,4,9.5
7605,Croatia,7,8.94
7606,Czech Republic,12,8.38
7607,Denmark,29,7.99
7608,England,21,7.63
7609,Estonia,12,8.18
7610,Finland,41,7.77
7611,France,38,7.69
7612,Germany,158,7.81
7613,Greece,59,8.09
7614,Honduras,1,8.5
7615,Hungary,26,8.23
7616,Iceland,6,7.92
7617,India,4,8.25
7618,Indonesia,5,8.6
7619,Iran,4,9.13
7620,Ireland,16,8.0
7621,Israel,10,8.19
7622,Italy,67,7.95
7623,Japan,25,7.42
7624,Kenya,1,9.0
7625,Latvia,10,7.6
7626,Lithuania,18,8.17
7627,Luxembourg,3,8.0
7628,Macedonia,3,9.67
7629,Malaysia,10,8.4
7630,Mexico,15,8.3
7631,Netherlands,64,7.99
7632,New Zealand,25,7.59
7633,Norway,29,7.95
7634,Peru,3,8.0
7635,Philippines,8,9.13
7636,Poland,142,8.17
7637,Portugal,36,8.33
7638,Qatar,1,8.0
7639,Romania,27,8.76
7640,Russia,26,8.27
7641,Republic of Serbia,10,8.8
7642,Slovakia,4,8.53
7643,Slovenia,6,8.75
7644,South Africa,10,8.4
7645,South Korea,27,7.66
7646,Spain,173,8.16
7647,Sweden,68,7.73
7648,Switzerland,16,7.88
7649,Taiwan,19,8.4
7650,Thailand,8,8.81
7651,Turkey,2,8.5
7652,Uganda,1,7.0
7653,Ukraine,15,9.2
7654,USA,1486,8.02
7655,Uruguay,2,8.0
7656,Venezuela,1,8.0
7657,Vietnam,2,8.0
7658,Zambia,1,9.0
7659,Argentina,1,9.2
7660,Australia,24,7.73
7661,Austria,2,6.5
7662,Belgium,15,7.9
7663,Brazil,19,8.22
7664,Canada,92,7.68
7665,Chile,2,8.0
7666,China,4,6.88
7667,Colombia,1,9.0
7668,Czech Republic,3,9.0
7669,Denmark,9,6.89
7670,England,3,7.33
7671,Estonia,4,6.88
7672,Finland,9,7.94
7673,France,9,7.33
7674,Germany,46,7.57
7675,Greece,5,7.84
7676,Hungary,5,7.2
7677,Iceland,1,8.0
7678,India,2,8.5
7679,Indonesia,2,6.5
7680,Ireland,4,8.0
7681,Israel,4,8.0
7682,Italy,25,8.1
7683,Japan,17,7.53
7684,Latvia,1,7.0
7685,Luxembourg,1,7.5
7686,Malaysia,5,8.44
7687,Mexico,3,9.0
7688,Mongolia,1,8.0
7689,Netherlands,14,8.04
7690,New Zealand,6,8.0
7691,Norway,10,8.15
7692,Philippines,1,6.0
7693,Poland,22,7.98
7694,Portugal,3,7.0
7695,Romania,6,9.0
7696,Russia,6,8.17
7697,South Korea,4,7.75
7698,Spain,20,7.78
7699,Sweden,12,7.55
7700,Switzerland,3,9.33
7701,Taiwan,6,8.33
7702,Thailand,9,7.9
7703,Ukraine,1,9.0
7704,USA,514,7.73
7705,Argentina,4,8.3
7706,Australia,62,8.08
7707,Austria,16,8.34
7708,Belgium,37,8.26
7709,Bolivia,1,10.0
7710,Brazil,47,8.49
7711,Bulgaria,1,10.0
7712,Canada,184,8.02
7713,Chile,3,9.67
7714,China,20,8.23
7715,Colombia,3,9.5
7716,Croatia,3,8.83
7717,Czech Republic,11,8.0
7718,Denmark,16,7.94
7719,England,8,7.88
7720,Estonia,1,8.0
7721,Fiji,1,8.0
7722,Finland,38,8.22
7723,France,34,8.2
7724,Germany,126,8.06
7725,Greece,23,8.17
7726,Hungary,14,7.39
7727,Iceland,1,8.0
7728,India,1,10.0
7729,Indonesia,2,6.5
7730,Ireland,5,8.7
7731,Israel,10,8.06
7732,Italy,45,8.27
7733,Japan,29,8.02
7734,Latvia,3,7.33
7735,Lithuania,6,8.0
7736,Luxembourg,1,7.0
7737,Malaysia,8,7.94
7738,Mexico,7,8.06
7739,Netherlands,50,8.1
7740,New Zealand,18,7.31
7741,Norway,17,8.75
7742,Panama,1,8.0
7743,Peru,1,8.0
7744,Philippines,3,8.17
7745,Poland,55,7.72
7746,Portugal,15,8.37
7747,Qatar,1,7.8
7748,Russia,7,7.36
7749,Republic of Serbia,1,8.5
7750,Slovakia,2,5.0
7751,Slovenia,3,9.43
7752,South Africa,3,6.67
7753,South Korea,35,8.42
7754,Spain,91,8.32
7755,Sweden,35,7.8
7756,Switzerland,12,8.38
7757,Taiwan,20,8.33
7758,Thailand,4,7.25
7759,Turkey,1,10.0
7760,Ukraine,4,7.0
7761,USA,1119,8.05
7762,Uruguay,1,9.0
7763,Venezuela,2,8.0
7764,Vietnam,1,8.0
7765,Argentina,11,7.89
7766,Australia,38,7.36
7767,Austria,19,7.16
7768,Belarus,1,8.0
7769,Belgium,31,7.74
7770,Brazil,43,8.49
7771,Bulgaria,1,7.0
7772,Canada,140,7.58
7773,Chile,8,8.36
7774,China,7,7.14
7775,Colombia,3,8.5
7776,Croatia,1,7.0
7777,Czech Republic,14,8.14
7778,Denmark,9,7.44
7779,England,8,7.94
7780,Estonia,4,7.73
7781,Finland,25,7.7
7782,France,31,7.8
7783,Germany,156,7.36
7784,Greece,17,7.94
7785,Hungary,28,8.05
7786,Ireland,3,8.0
7787,Israel,5,7.5
7788,Italy,44,7.72
7789,Japan,22,7.24
7790,Lithuania,4,6.5
7791,Luxembourg,4,7.75
7792,Malaysia,3,6.9
7793,Mexico,6,8.62
7794,Netherlands,43,7.79
7795,New Zealand,17,7.04
7796,Norway,14,7.36
7797,Philippines,1,5.0
7798,Poland,46,7.88
7799,Portugal,5,7.69
7800,Qatar,1,7.0
7801,Romania,3,8.6
7802,Russia,5,7.6
7803,Saudi Arabia,1,9.0
7804,Republic of Serbia,1,8.0
7805,Slovakia,3,9.67
7806,Slovenia,4,7.5
7807,South Africa,3,7.67
7808,South Korea,26,7.5
7809,Spain,66,7.95
7810,Sweden,17,6.88
7811,Switzerland,14,7.07
7812,Taiwan,6,7.37
7813,Thailand,7,8.21
7814,Turkey,1,8.0
7815,Ukraine,2,5.0
7816,USA,793,7.53
7817,Venezuela,1,7.0
7818,Vietnam,1,9.0
7819,Argentina,5,8.2
7820,Australia,17,7.14
7821,Austria,16,7.13
7822,Belgium,21,7.57
7823,Brazil,21,8.22
7824,Canada,66,7.25
7825,Chile,9,8.47
7826,China,3,7.77
7827,Colombia,1,9.0
7828,Czech Republic,6,7.0
7829,Denmark,4,7.5
7830,England,4,7.88
7831,Estonia,3,4.67
7832,Finland,13,7.22
7833,France,15,7.58
7834,Germany,108,7.21
7835,Greece,8,7.44
7836,Hungary,4,8.0
7837,Indonesia,1,8.0
7838,Ireland,2,8.25
7839,Italy,22,7.05
7840,Japan,25,7.22
7841,Latvia,1,7.0
7842,Lithuania,2,7.5
7843,Malaysia,2,5.8
7844,Mexico,4,7.63
7845,Netherlands,16,8.17
7846,New Zealand,6,6.5
7847,Norway,6,6.33
7848,Poland,14,7.57
7849,Portugal,5,6.4
7850,Romania,1,10.0
7851,Saudi Arabia,1,8.0
7852,Republic of Serbia,1,8.0
7853,Slovenia,1,10.0
7854,South Africa,2,7.0
7855,South Korea,22,7.61
7856,Spain,35,8.11
7857,Sweden,12,7.75
7858,Switzerland,5,7.7
7859,Taiwan,9,7.94
7860,Thailand,2,7.75
7861,Ukraine,3,6.8
7862,USA,451,7.26
7863,Venezuela,1,10.0
7864,Argentina,9,7.22
7865,Australia,46,7.23
7866,Austria,4,6.75
7867,Belgium,7,7.43
7868,Brazil,31,7.62
7869,Brunei,1,9.0
7870,Bulgaria,1,9.0
7871,Canada,108,7.04
7872,Chile,6,7.58
7873,China,2,5.5
7874,Colombia,2,8.5
7875,Croatia,1,9.0
7876,Czech Republic,2,7.0
7877,Denmark,7,7.1
7878,England,8,6.94
7879,Estonia,1,7.0
7880,Finland,11,7.0
7881,France,8,6.5
7882,Germany,40,6.86
7883,Greece,16,6.53
7884,Hungary,2,7.5
7885,Iceland,1,8.0
7886,Ireland,4,7.75
7887,Israel,4,7.24
7888,Italy,9,6.76
7889,Japan,4,4.73
7890,Latvia,1,8.0
7891,Luxembourg,1,8.0
7892,Malaysia,2,7.75
7893,Mexico,10,7.54
7894,Netherlands,9,5.93
7895,New Zealand,5,6.22
7896,Norway,14,7.16
7897,Peru,3,6.67
7898,Philippines,2,8.0
7899,Poland,8,6.94
7900,Portugal,13,7.1
7901,Qatar,2,6.0
7902,Romania,3,8.13
7903,Russia,7,6.32
7904,Republic of Serbia,1,9.0
7905,Slovakia,1,10.0
7906,Slovenia,1,10.0
7907,South Korea,2,7.0
7908,Spain,29,6.59
7909,Sweden,19,7.34
7910,Switzerland,7,7.17
7911,Taiwan,2,6.0
7912,Thailand,3,7.5
7913,Ukraine,1,8.0
7914,USA,862,6.94
7915,Venezuela,1,7.0
7916,Argentina,3,8.5
7917,Australia,24,7.69
7918,Austria,4,8.75
7919,Belgium,5,7.9
7920,Brazil,25,8.71
7921,Canada,104,7.93
7922,Chile,4,8.65
7923,China,5,7.02
7924,Colombia,2,9.75
7925,Croatia,1,7.0
7926,Czech Republic,1,9.0
7927,Denmark,7,7.14
7928,England,2,7.0
7929,Estonia,2,8.5
7930,Finland,17,6.76
7931,France,8,7.84
7932,Germany,37,7.68
7933,Greece,10,8.5
7934,Hungary,3,6.33
7935,Iceland,1,9.0
7936,Indonesia,2,9.5
7937,Ireland,4,7.38
7938,Israel,6,6.42
7939,Italy,18,7.79
7940,Japan,2,4.0
7941,Latvia,2,6.9
7942,Lebanon,1,8.0
7943,Lithuania,5,8.0
7944,Malaysia,6,5.75
7945,Mexico,4,5.63
7946,Netherlands,7,7.8
7947,New Zealand,3,6.67
7948,Norway,10,6.9
7949,Peru,3,8.0
7950,Philippines,2,7.5
7951,Poland,13,7.88
7952,Portugal,5,8.0
7953,Qatar,1,7.0
7954,Romania,1,10.0
7955,Russia,7,7.71
7956,Republic of Serbia,2,7.75
7957,Slovakia,1,10.0
7958,Slovenia,1,9.0
7959,South Africa,2,7.0
7960,South Korea,5,7.5
7961,Spain,37,8.14
7962,Sweden,29,7.4
7963,Switzerland,3,9.0
7964,Taiwan,4,8.03
7965,Thailand,1,7.5
7966,Ukraine,4,6.63
7967,USA,548,7.68
7968,Venezuela,1,6.0
7969,Vietnam,1,10.0
7970,Argentina,12,8.89
7971,Australia,48,8.28
7972,Austria,7,9.43
7973,Azerbaijan,1,10.0
7974,Belarus,2,8.5
7975,Belgium,14,8.8
7976,Bolivia,1,10.0
7977,Brazil,31,9.25
7978,Bulgaria,1,10.0
7979,Canada,139,8.33
7980,Chile,11,8.95
7981,China,31,8.8
7982,Colombia,3,9.33
7983,Croatia,3,9.17
7984,Czech Republic,10,6.9
7985,Denmark,8,8.0
7986,England,6,8.5
7987,Estonia,6,8.65
7988,Finland,16,8.56
7989,France,13,8.74
7990,Germany,69,8.14
7991,Greece,17,8.45
7992,Hungary,5,5.3
7993,Iceland,2,8.0
7994,India,2,9.5
7995,Iran,1,9.0
7996,Ireland,11,9.05
7997,Israel,7,8.46
7998,Italy,53,8.51
7999,Japan,10,7.75
8000,Latvia,4,8.75
8001,Lithuania,9,9.06
8002,Luxembourg,1,4.0
8003,Malaysia,8,7.04
8004,Mexico,8,8.91
8005,Moldova,1,9.0
8006,Netherlands,14,8.38
8007,New Zealand,15,7.11
8008,Norway,11,8.4
8009,Peru,4,9.13
8010,Philippines,4,8.0
8011,Poland,68,8.52
8012,Portugal,13,8.81
8013,Qatar,1,8.0
8014,Romania,5,7.8
8015,Russia,9,8.94
8016,Republic of Serbia,2,7.5
8017,Slovakia,1,9.5
8018,Slovenia,1,8.5
8019,South Africa,3,6.17
8020,South Korea,22,8.5
8021,Spain,148,8.78
8022,Sweden,20,7.36
8023,Switzerland,4,8.58
8024,Taiwan,12,8.38
8025,Thailand,6,6.33
8026,Turkey,3,10.0
8027,Ukraine,6,7.33
8028,USA,812,8.37
8029,Uruguay,1,10.0
8030,Venezuela,1,2.0
8031,Argentina,7,8.36
8032,Australia,30,7.79
8033,Austria,5,7.7
8034,Belarus,2,9.0
8035,Belgium,24,8.22
8036,Bolivia,1,8.0
8037,Brazil,46,8.8
8038,Bulgaria,1,10.0
8039,Canada,84,8.44
8040,Chile,3,8.0
8041,China,12,8.66
8042,Colombia,2,9.0
8043,Croatia,2,8.1
8044,Czech Republic,8,8.63
8045,Denmark,7,8.21
8046,England,9,8.13
8047,Estonia,2,8.7
8048,Finland,9,7.98
8049,France,20,8.18
8050,Germany,80,8.33
8051,Greece,23,8.93
8052,Guatemala,1,9.0
8053,Honduras,1,9.2
8054,Hungary,9,8.28
8055,Iceland,1,8.0
8056,India,2,9.25
8057,Ireland,4,8.5
8058,Israel,9,8.33
8059,Italy,37,8.66
8060,Japan,19,7.99
8061,Latvia,5,8.8
8062,Lithuania,6,8.83
8063,Malaysia,2,9.0
8064,Mexico,7,8.66
8065,Netherlands,32,7.8
8066,New Zealand,11,8.27
8067,Norway,7,8.6
8068,Peru,1,9.5
8069,Philippines,3,5.0
8070,Poland,53,8.4
8071,Portugal,11,8.53
8072,Qatar,1,8.0
8073,Romania,14,8.86
8074,Russia,10,7.93
8075,Republic of Serbia,1,9.5
8076,Slovakia,2,9.53
8077,South Africa,2,8.5
8078,South Korea,18,7.69
8079,Spain,79,8.25
8080,Sweden,27,7.75
8081,Switzerland,10,8.1
8082,Taiwan,15,8.6
8083,Thailand,6,9.28
8084,Uganda,1,8.0
8085,Ukraine,5,8.38
8086,United Arab Emirates,1,7.0
8087,USA,517,7.98
8088,Venezuela,1,9.0
8089,Vietnam,1,7.25
8090,Argentina,15,6.63
8091,Australia,56,5.8
8092,Austria,8,5.33
8093,Belarus,1,8.0
8094,Belgium,22,6.23
8095,Bolivia,1,6.0
8096,Brazil,57,6.09
8097,Bulgaria,3,8.0
